epoch,lr,train_loss,train_ce,train_mse,train_denoised_ce,train_acc,val_segment_acc,val_segment_macro_f1,val_song_acc,val_song_macro_f1,temperature,seconds
16,0.0006676522425435434,0.726996910801744,0.5097217517035387,0.49862360846910064,0.7872016138345992,0.9742138815271112,0.8251001335113485,0.8184473879969149,0.8866666666666667,0.8839631721633946,1.1,16.5
17,0.0006517281564199351,0.7099023788418131,0.49879218175037054,0.48710449570511755,0.7632882663884466,0.977293890122484,0.7349799732977303,0.7319003627260983,0.78,0.7771204323239208,1.3,16.5
18,0.0006351141009169894,0.6987416875472546,0.4901826997048687,0.48397424906528524,0.7524103713952643,0.9820929732827162,0.7423230974632844,0.7333561092091035,0.82,0.8066119524334534,1.25,16.56
19,0.000617855614006011,0.707532070383422,0.4985498529810523,0.4810093770685668,0.756305447409295,0.9783683117255211,0.7933911882510013,0.7934146469171994,0.8533333333333334,0.8556750777648998,1.15,16.84
20,0.0006000000000000002,0.6887690809973416,0.4848590985673793,0.4699927966938466,0.7375542219248195,0.9828092543514075,0.7753671562082777,0.7753268453965008,0.8666666666666667,0.8660950391731325,1.15,17.02
21,0.0005815961998958188,0.6893294562575178,0.4837092834628676,0.471906498128966,0.7449569614711784,0.9838836759544445,0.7489986648865153,0.7506071556897131,0.8133333333333334,0.8160886412854179,1.25,16.85
22,0.0005626946572303203,0.6821476160374184,0.48083283688429307,0.4635645445212364,0.7284351516680188,0.9845999570231359,0.8204272363150867,0.8175715565121449,0.8933333333333333,0.8938591210421022,1.1,16.15
23,0.0005433471798181204,0.6736248320558421,0.47675129048642095,0.45677993571841097,0.7102997286529273,0.9863190315879952,0.7406542056074766,0.7150435961174831,0.78,0.7548592230905913,1.25,16.17
24,0.0005236067977499792,0.6685882338129443,0.47190872145137985,0.45350178873613256,0.7112964748414059,0.9871069407635557,0.7533377837116155,0.7488005839800034,0.8,0.7984265184821359,1.25,16.05
25,0.0005035276180410085,0.67163690066715,0.47573131593111706,0.4497022374842179,0.7097065547340691,0.9858176348399111,0.7216288384512684,0.7117682489972627,0.7666666666666667,0.7600051982496423,1.25,16.05
26,0.00048316467632710387,0.6654641622416347,0.468715431664856,0.4499664481471239,0.7137637663669721,0.9881097342597235,0.7937249666221629,0.7951931253400625,0.86,0.8609901410763479,1.1,16.11
27,0.0004625737860160926,0.6595536061834704,0.4662132463331559,0.44403194193853346,0.7002826180757608,0.9891125277558914,0.8094125500667557,0.8088259543024708,0.88,0.8822990712784928,1.1,16.2
28,0.0004418113853070616,0.6504852700887527,0.4602773048143214,0.4360150748598448,0.6894307543662564,0.9920492801375259,0.8220961281708945,0.8206900335398728,0.8866666666666667,0.8813545345384644,1.1,16.17
29,0.0004209343824971777,0.6535217643561143,0.4626087716824431,0.4372936662092531,0.6921887569885679,0.9904018336795358,0.7503337783711616,0.7372259983267012,0.78,0.7649470897987338,1.25,16.1
30,0.0004000000000000003,0.6505313599769694,0.46014296931238846,0.4341178815439637,0.6914712200276824,0.9918343958169186,0.8167556742323098,0.815898829539049,0.88,0.8811164374290069,1.15,16.02
31,0.00037906561750282274,0.6493274807656753,0.45931681082101994,0.43328037703244754,0.6900851021147023,0.9918343958169186,0.7553404539385847,0.7381122885541151,0.8066666666666666,0.7851073513893787,1.25,16.21
32,0.00035818861469293886,0.6468698037583476,0.4565989922233933,0.43235750665561185,0.6919395346652129,0.9921209082443951,0.8341121495327103,0.8302311671686302,0.9066666666666666,0.9043394374241449,1.1,16.02
33,0.00033742621398390784,0.6415090867411005,0.4556603821409559,0.4237635572193499,0.6749853863474309,0.9929804455268247,0.8407877169559412,0.8361379480078585,0.9066666666666666,0.9061569694618671,1.1,16.08
34,0.00031683532367289644,0.6353918803975452,0.4535521159164544,0.4145777753060172,0.6604521489401242,0.9931953298474321,0.8487983978638184,0.8472971894529966,0.8866666666666667,0.8868742286186505,1.1,16.25
35,0.00029647238195899193,0.6392247072392263,0.4545600067261903,0.41939447824989656,0.6716867968932101,0.9930520736336939,0.8491321762349799,0.8488353791555985,0.9066666666666666,0.9081502967188086,1.1,16.2
36,0.00027639320225002125,0.6335218826027469,0.4495381276391996,0.4156447646867391,0.6705319112654138,0.9951292887328987,0.835781041388518,0.8327553906199905,0.9,0.8990901131682556,1.1,16.06
37,0.00025665282018188005,0.6292020279633163,0.44694312026871114,0.4147288658695605,0.6624572036191356,0.9958455698015901,0.8417890520694259,0.8368906441294468,0.8866666666666667,0.883124517286811,1.1,16.14
38,0.00023730534276968006,0.6307778963514287,0.45000118580326276,0.408596887961473,0.6587254218706454,0.9941264952367309,0.8391188251001335,0.8368449459345213,0.9,0.899540747535742,1.1,16.03
39,0.0002184038001041814,0.6279464951602225,0.44751161388131216,0.40550857280926633,0.6588692520197752,0.995773941694721,0.8414552736982643,0.8381093772744886,0.8933333333333333,0.8903903146353092,1.1,16.03
40,0.0002000000000000002,0.6260212420708521,0.445188252589532,0.4049306485302152,0.6612065420921975,0.9964902227634124,0.842456608811749,0.839672858374079,0.9,0.8995958957925032,1.1,16.09
41,0.0001821443859939894,0.6257736113443559,0.44608824296715216,0.4007416061502534,0.657981867687245,0.9954874292672444,0.7913885180240321,0.7847395045387613,0.84,0.8383048207281274,1.2000000000000002,16.03
42,0.0001648858990830109,0.6288969215123311,0.44747695500781853,0.40435462941388056,0.6644870479898786,0.9952725449466371,0.8307743658210948,0.8270288424259871,0.8866666666666667,0.885038580838342,1.1,16.29
43,0.00014827184358006518,0.6222354176862305,0.4427725793480933,0.40168213009851367,0.65630490434186,0.9971348757252346,0.8441255006675568,0.8417859286948317,0.9066666666666666,0.9060365546989573,1.1,16.41
44,0.00013234775745645693,0.6194824055429602,0.4411946635867555,0.3980099059442302,0.6526327540775261,0.9980660411145333,0.8441255006675568,0.8409969079818612,0.9066666666666666,0.9064693528055597,1.1,16.34
45,0.0001171572875253811,0.6199891773483386,0.4429613071239043,0.3934353899871643,0.6490781037246982,0.9964185946565433,0.8464619492656876,0.8440444926555045,0.9266666666666666,0.9265075613115101,1.1,16.72
46,0.00010274206980904243,0.616286110936908,0.4416968641201888,0.3894320957858432,0.6392869637420804,0.9972065038321037,0.8467957276368492,0.8437943983283229,0.9,0.8988885002650295,1.1,16.77
47,8.914161541721172e-05,0.6170607069725379,0.4408335116260348,0.39197698014358523,0.6459497663781957,0.997349760045842,0.8431241655540721,0.8399289832893804,0.9,0.8983163036444459,1.1,16.37
48,7.639320225002113e-05,0.6160683142115091,0.4411651255809324,0.39073739237493654,0.6400735075012182,0.9966334789771506,0.8514686248331108,0.8485884350935727,0.9,0.8989406084275384,1.1,16.87
49,6.453177282183048e-05,0.614780762677855,0.440338113126334,0.38561650654040214,0.6408433393321691,0.9972781319389729,0.8564753004005341,0.8546633548829318,0.9066666666666666,0.9062554293129933,1.05,16.33
50,5.358983848622456e-05,0.6173808464740291,0.44101381488878194,0.39030813309492435,0.6476502519915553,0.9974930162595803,0.8504672897196262,0.848108958794823,0.8866666666666667,0.884945733354521,1.05,16.57
