model,mode,epoch,lr,train_loss,train_acc,val_segment_acc,val_segment_macro_f1,val_song_acc,val_song_macro_f1,temperature,seconds
cnn,full_dn,24,0.0005236067977499792,0.671516682624168,0.9855311224124347,0.7900534045393859,0.7778613743910311,0.8333333333333334,0.8093128603707351,1.2000000000000002,44.73
cnn,full_dn,25,0.0005035276180410085,0.6673825426435037,0.9869636845498173,0.7883845126835781,0.7823458987958116,0.8466666666666667,0.8446131346213136,1.15,44.75
cnn,full_dn,26,0.00048316467632710387,0.6637092062313691,0.9898288088245828,0.7750333778371161,0.7659192264244549,0.8066666666666666,0.7970273877684286,1.2000000000000002,45.51
cnn,full_dn,27,0.0004625737860160926,0.6588100276262489,0.9894706682902371,0.6809078771695594,0.6671551954887286,0.7,0.6845396209458297,1.4,46.04
cnn,full_dn,28,0.0004418113853070616,0.6566049277709861,0.9901869493589285,0.8037383177570093,0.7989228918420822,0.8733333333333333,0.8698828283066382,1.15,46.33
cnn,full_dn,29,0.0004209343824971777,0.6440273310588088,0.9936967265955161,0.790720961281709,0.7874135644339229,0.84,0.8343801586352105,1.2000000000000002,44.45
cnn,full_dn,30,0.0004000000000000003,0.653604499599191,0.990974858534489,0.8327770360480641,0.8285914107764839,0.9066666666666666,0.9016916662113015,1.1,44.93
cnn,full_dn,31,0.00037906561750282274,0.6533033741031947,0.9898288088245828,0.7650200267022697,0.7478482187272603,0.82,0.8025338958077756,1.25,44.57
cnn,full_dn,32,0.00035818861469293886,0.6476584826881262,0.9925506768856099,0.8457943925233645,0.8450757341908524,0.9066666666666666,0.9080663773975788,1.1,44.9
cnn,full_dn,33,0.00033742621398390784,0.6378150792793373,0.9946995200916839,0.767022696929239,0.7475482038899781,0.8066666666666666,0.7806288972750073,1.25,44.71
cnn,full_dn,34,0.00031683532367289644,0.6390231997319018,0.9928371893130865,0.8264352469959947,0.822435202373228,0.88,0.8778583502366464,1.1,44.89
cnn,full_dn,35,0.00029647238195899193,0.6360163208441171,0.9949860325191605,0.8477970627503337,0.8465830683400559,0.8933333333333333,0.8928919296464934,1.1,44.84
cnn,full_dn,36,0.00027639320225002125,0.6382747103086763,0.9941264952367309,0.835781041388518,0.8312897444055547,0.8866666666666667,0.883488571179306,1.1,44.56
cnn,full_dn,37,0.00025665282018188005,0.6286374462785647,0.9962037103359358,0.821762349799733,0.8170241786974171,0.8866666666666667,0.8838507922851575,1.15,44.66
cnn,no_dn,1,0.0007994518139018296,1.3815720209581157,0.5841272115177996,0.47162883845126835,0.41159312430769235,0.49333333333333335,0.4301231705849724,1.5,45.86
cnn,no_dn,2,0.0007978087581473094,1.0332737716218905,0.7478690638206432,0.660547396528705,0.6504491948551878,0.7333333333333333,0.723086670950239,1.15,45.73
cnn,no_dn,3,0.0007950753362380552,0.9087136422108036,0.7997278131938973,0.7059412550066756,0.7070727651488913,0.7466666666666667,0.7466138671189813,1.05,45.42
cnn,no_dn,4,0.0007912590402935224,0.8217819100139766,0.8413437432848649,0.6802403204272364,0.6735315943220831,0.74,0.7324216353821617,1.15,45.2
cnn,no_dn,5,0.0007863703305156274,0.7464220055185717,0.8737912756965833,0.6755674232309746,0.6794993527403287,0.74,0.7502578749340566,1.25,45.55
cnn,no_dn,6,0.0007804226065180616,0.7143474894039236,0.8880452689635413,0.7356475300400535,0.7291651866413235,0.7866666666666666,0.7860463272543171,1.2000000000000002,45.74
cnn,no_dn,7,0.0007734321705988808,0.6741214143231711,0.9067402048563856,0.7316421895861148,0.7165094434285119,0.76,0.7488912582421711,1.25,45.55
cnn,no_dn,8,0.0007654181830570405,0.6290224422212061,0.9247904877874078,0.6912550066755674,0.6608520334377823,0.7133333333333334,0.6805793723570612,1.3,45.43
cnn,no_dn,9,0.0007564026096753473,0.6087411175091128,0.9346751665353484,0.6965954606141522,0.6794589531161213,0.72,0.68936902657396,1.3,45.43
cnn,no_dn,10,0.0007464101615137757,0.5791642566386765,0.9456342668863262,0.6872496662216289,0.7059921682109968,0.7333333333333333,0.7535191511571356,1.25,45.69
cnn,no_dn,11,0.0007354682271781698,0.5687356526330278,0.9507198624740348,0.6889185580774366,0.682619500460959,0.7333333333333333,0.7245089938818371,1.3,45.59
cnn,no_dn,12,0.0007236067977499792,0.557568639296958,0.954516152138099,0.6178237650200267,0.6072634211358124,0.6733333333333333,0.660275661603061,1.4,45.65
cnn,no_dn,13,0.0007108583845827886,0.5460314156631542,0.9617505909318816,0.75,0.7398813053186813,0.7733333333333333,0.7589966516721736,1.3,45.62
cnn,no_dn,14,0.0006972579301909579,0.5264041532324939,0.9679106081226273,0.7266355140186916,0.7199387395537906,0.76,0.7534289584289584,1.3,45.35
cnn,no_dn,15,0.0006828427124746193,0.5243694732390863,0.9694864264737483,0.7486648865153538,0.7354802843495936,0.82,0.8130416808677678,1.25,45.25
cnn,no_dn,16,0.0006676522425435434,0.5140025950581354,0.972494806962252,0.742656875834446,0.7285231617109298,0.7733333333333333,0.7565056916344102,1.3,45.55
cnn,no_dn,17,0.0006517281564199351,0.5075890876384274,0.9764343528400544,0.7179572763684913,0.7185170281246411,0.74,0.7435950440926418,1.3,45.38
cnn,no_dn,18,0.0006351141009169894,0.50471278544347,0.9761478404125778,0.7493324432576769,0.7306796032929316,0.8066666666666666,0.7913730171248586,1.3,45.47
cnn,no_dn,19,0.000617855614006011,0.5064154640453847,0.9753599312370174,0.7216288384512684,0.720006911349166,0.7666666666666667,0.7649237890256197,1.3,45.44
cnn,no_dn,20,0.0006000000000000002,0.495482549243154,0.9783683117255211,0.7590120160213618,0.7507725155211419,0.7933333333333333,0.7868797489670355,1.25,45.37
cnn,no_dn,21,0.0005815961998958188,0.4909308406516155,0.9812334360002866,0.7716955941255007,0.7674100128299365,0.8066666666666666,0.8029400850273716,1.2000000000000002,45.71
cnn,no_dn,22,0.0005626946572303203,0.4883715123392844,0.9818064608552396,0.7970627503337784,0.7906272615326178,0.86,0.8558163641632202,1.25,45.54
cnn,no_dn,23,0.0005433471798181204,0.48721536619983785,0.983095766778884,0.7006008010680908,0.6867256842097136,0.74,0.733375478110198,1.35,45.51
cnn,no_dn,24,0.0005236067977499792,0.4767683933093908,0.98674880022921,0.8247663551401869,0.8232765898657947,0.9066666666666666,0.9057090677418819,1.15,45.17
cnn,no_dn,25,0.0005035276180410085,0.47870424192380906,0.9861041472673877,0.7353137516688919,0.7268185184789897,0.78,0.7779015495187769,1.3,45.77
cnn,no_dn,26,0.00048316467632710387,0.471133837976289,0.9891841558627605,0.763351134846462,0.7675284326661502,0.8133333333333334,0.8180256993131806,1.25,45.59
cnn,no_dn,27,0.0004625737860160926,0.4761490847582667,0.9864622878017334,0.7369826435246996,0.7273831966357299,0.8133333333333334,0.8065119126944463,1.3,45.81
cnn,no_dn,28,0.0004418113853070616,0.4700682096465612,0.9882529904734618,0.8157543391188251,0.8146645106058532,0.8933333333333333,0.8935210333099329,1.15,45.8
cnn,no_dn,29,0.0004209343824971777,0.4666300251963623,0.9901153212520593,0.8080774365821095,0.8108763621069798,0.88,0.8828574658872211,1.2000000000000002,45.66
cnn,no_dn,30,0.0004000000000000003,0.4616318723890896,0.9921209082443951,0.7900534045393859,0.7741212999654886,0.8533333333333334,0.8254182981769189,1.25,45.61
cnn,no_dn,31,0.00037906561750282274,0.464233903311597,0.9904734617864049,0.7516688918558078,0.7254171044755401,0.7733333333333333,0.7424422872597315,1.3,45.42
cnn,no_dn,32,0.00035818861469293886,0.4623309626004457,0.9908316023207506,0.7736982643524699,0.7713170283127277,0.8466666666666667,0.8471371348957556,1.25,45.55
cnn,no_dn,33,0.00033742621398390784,0.4576193144290531,0.9927655612062173,0.8107476635514018,0.8045751671776511,0.84,0.8335395615509931,1.2000000000000002,45.59
cnn,no_dn,34,0.00031683532367289644,0.4563621702235029,0.9929088174199556,0.8114152202937249,0.8075207419325438,0.8466666666666667,0.8433308570157994,1.2000000000000002,45.88
cnn,no_dn,35,0.00029647238195899193,0.45752601943823135,0.9927655612062173,0.8097463284379173,0.8048276634068421,0.88,0.8772616814616094,1.2000000000000002,45.8
cnn,no_dn,36,0.00027639320225002125,0.45552910426209303,0.9931953298474321,0.798064085447263,0.7982855504239575,0.8466666666666667,0.848268313999682,1.2000000000000002,45.62
cnn,no_dn,37,0.00025665282018188005,0.4535572421507203,0.9941264952367309,0.8220961281708945,0.8179261826030858,0.9,0.8980963933447084,1.15,45.57
cnn,no_dn,38,0.00023730534276968006,0.45461775396539816,0.9923357925650025,0.8080774365821095,0.8075353214211527,0.86,0.8572952631350852,1.25,45.47
cnn,no_dn,39,0.0002184038001041814,0.4501582484332908,0.995773941694721,0.8234312416555407,0.8209206551681376,0.8866666666666667,0.8855276885048691,1.2000000000000002,45.7
resnet,full_dn,1,0.0007994518139018296,2.087044118596783,0.47589714203853595,0.513351134846462,0.45802929611096266,0.52,0.44329902117065123,1.15,62.51
resnet,full_dn,2,0.0007978087581473094,1.6439685237056743,0.6475180860969845,0.47696929238985314,0.43695824364448227,0.5066666666666667,0.46537447146690847,1.35,58.89
resnet,full_dn,3,0.0007950753362380552,1.4525072082101202,0.718143399469952,0.5310413885180241,0.496396325852123,0.5733333333333334,0.5293810460745945,1.3,59.06
resnet,full_dn,4,0.0007912590402935224,1.348789421951572,0.7578969987823222,0.6635514018691588,0.6596269387833417,0.74,0.7330419161397422,1.1,59.14
resnet,full_dn,5,0.0007863703305156274,1.258711881772827,0.7909891841558627,0.667890520694259,0.6566831810101779,0.7133333333333334,0.7020256997904056,1.15,59.2
resnet,full_dn,6,0.0007804226065180616,1.1926194734785467,0.8119045913616503,0.6728971962616822,0.6676490366056871,0.72,0.7139751147582217,1.1,58.88
resnet,full_dn,7,0.0007734321705988808,1.118346423271452,0.8409856027505193,0.582109479305741,0.5624489378639344,0.62,0.5893628200939521,1.4,59.05
resnet,full_dn,8,0.0007654181830570405,1.0577256287308086,0.8605400759257933,0.6418558077436582,0.6331215503574096,0.72,0.712030757685013,1.3,59.29
resnet,full_dn,9,0.0007564026096753473,1.0124629579943953,0.8806675739560204,0.7202937249666221,0.7155975588064665,0.7866666666666666,0.7857242481491648,1.2000000000000002,59.46
resnet,full_dn,10,0.0007464101615137757,0.9507749407862313,0.8986462287801733,0.6925901201602136,0.6783204513508203,0.76,0.7461579501183963,1.25,59.74
resnet,full_dn,11,0.0007354682271781698,0.9276501490217457,0.9082443951006375,0.6211615487316422,0.6047244188098478,0.6533333333333333,0.6378565548769285,1.4,59.75
resnet,full_dn,12,0.0007236067977499792,0.8942897558707527,0.921710479192035,0.7810413885180241,0.7779429374125961,0.8466666666666667,0.8461410974646268,1.1,59.66
resnet,full_dn,13,0.0007108583845827886,0.8587141147307771,0.9306639925506769,0.7373164218958611,0.732934427907877,0.8066666666666666,0.8050711578257218,1.25,59.64
resnet,full_dn,14,0.0006972579301909579,0.825692019227941,0.9429123988252991,0.7590120160213618,0.7612482021506157,0.82,0.8243816599851084,1.2000000000000002,59.82
resnet,full_dn,15,0.0006828427124746193,0.8153440673511304,0.9464938041687558,0.7406542056074766,0.7376621065018905,0.7933333333333333,0.790072582646112,1.3,60.17
resnet,full_dn,16,0.0006676522425435434,0.7889555441719286,0.9544445240312298,0.7600133511348465,0.7569776560150565,0.8133333333333334,0.8155840324550001,1.2000000000000002,60.08
resnet,full_dn,17,0.0006517281564199351,0.7812202139865976,0.9530835900007163,0.7436582109479306,0.7319489839047779,0.8,0.7873419260919261,1.25,60.11
resnet,full_dn,18,0.0006351141009169894,0.749341583894066,0.9674808394814125,0.7413217623497997,0.7440739118354079,0.78,0.7809387251545206,1.2000000000000002,60.1
resnet,full_dn,19,0.000617855614006011,0.7369024662633021,0.9702743356493088,0.7299732977303071,0.7234602553381487,0.7733333333333333,0.7701307112119126,1.25,60.05
resnet,full_dn,20,0.0006000000000000002,0.7432978837864591,0.9669078146264595,0.7750333778371161,0.7712744976165415,0.8266666666666667,0.8243003308951584,1.25,60.43
resnet,full_dn,21,0.0005815961998958188,0.7262668418137992,0.971921782107299,0.7903871829105474,0.7852409780931884,0.8533333333333334,0.8503116918393909,1.15,60.64
resnet,full_dn,22,0.0005626946572303203,0.7108568219390216,0.9759329560919705,0.7643524699599465,0.7644920710198579,0.8466666666666667,0.8463276497514036,1.2000000000000002,60.74
resnet,full_dn,23,0.0005433471798181204,0.7096937247627693,0.9755031874507557,0.7556742323097463,0.7543888203947756,0.8066666666666666,0.8007469654528478,1.25,60.67
resnet,full_dn,24,0.0005236067977499792,0.6923594917910171,0.9823078576033235,0.7666889185580774,0.7698816709884474,0.8266666666666667,0.829458269912631,1.25,60.74
resnet,full_dn,25,0.0005035276180410085,0.6953641425768307,0.9792994771148199,0.760347129506008,0.7576493803104922,0.84,0.8396079689683693,1.2000000000000002,60.61
resnet,full_dn,26,0.00048316467632710387,0.6863326105549926,0.9823078576033235,0.7993991989319092,0.7897714223183636,0.86,0.8501985043027378,1.2000000000000002,60.81
resnet,full_dn,27,0.0004625737860160926,0.6714874458094396,0.9858176348399111,0.7783711615487316,0.7730572391376385,0.8333333333333334,0.832625726563926,1.2000000000000002,60.85
resnet,full_dn,28,0.0004418113853070616,0.6744944393681759,0.985172981878089,0.8027369826435247,0.8029739085859668,0.8666666666666667,0.867611100692302,1.15,61.17
resnet,full_dn,29,0.0004209343824971777,0.6672648512892733,0.9863190315879952,0.8281041388518025,0.8228980174722812,0.8866666666666667,0.8842396836570918,1.1,60.83
resnet,full_dn,30,0.0004000000000000003,0.6661733031383892,0.9859608910536495,0.804739652870494,0.8054266243088108,0.8866666666666667,0.8886529565478398,1.15,60.65
resnet,full_dn,31,0.00037906561750282274,0.6551288892218483,0.9905450898932742,0.8411214953271028,0.8373403373387994,0.9066666666666666,0.9056516421919157,1.1,60.51
resnet,full_dn,32,0.00035818861469293886,0.6644805307101745,0.9868204283360791,0.7853805073431241,0.784233208232679,0.84,0.8381444437825925,1.2000000000000002,60.86
resnet,full_dn,33,0.00033742621398390784,0.651102949389328,0.9910464866413581,0.8324432576769025,0.8300673803093879,0.8933333333333333,0.8921607903281986,1.1,61.18
resnet,full_dn,34,0.00031683532367289644,0.6506842399350501,0.9900436931451901,0.8187583444592791,0.813108761907214,0.8866666666666667,0.8844775686864119,1.15,61.09
resnet,full_dn,35,0.00029647238195899193,0.6463849956305677,0.9911181147482272,0.8200934579439252,0.8159046935275921,0.8866666666666667,0.8863458884357105,1.15,60.87
resnet,full_dn,36,0.00027639320225002125,0.6428241890008398,0.9916911396031803,0.8197596795727636,0.8162565520703524,0.9066666666666666,0.9055907885218228,1.15,60.62
resnet,full_dn,37,0.00025665282018188005,0.6402696700502916,0.993123701740563,0.8114152202937249,0.8095158708616589,0.88,0.8802022049086599,1.15,60.6
resnet,full_dn,38,0.00023730534276968006,0.6346535548193135,0.9938399828092543,0.8227636849132176,0.8230425747102721,0.88,0.8819276760503124,1.15,61.3
resnet,full_dn,39,0.0002184038001041814,0.6356582343898541,0.9933385860611704,0.8414552736982643,0.840310573405388,0.8933333333333333,0.8940330847004928,1.1,62.8
resnet,full_dn,40,0.0002000000000000002,0.6394615536748437,0.992622304992479,0.8287716955941254,0.8284933829743346,0.9133333333333333,0.9140369048822885,1.1,63.18
resnet,full_dn,41,0.0001821443859939894,0.62966262787446,0.9949860325191605,0.8220961281708945,0.8219130483444015,0.9133333333333333,0.9138992960753252,1.1,63.01
resnet,full_dn,42,0.0001648858990830109,0.6338975028000864,0.9932669579543013,0.828437917222964,0.8274468896263952,0.9066666666666666,0.9068958107731582,1.1,63.33
resnet,full_dn,43,0.00014827184358006518,0.6303313420543134,0.9950576606260296,0.8341121495327103,0.833634185625115,0.92,0.919925755248336,1.1,63.24
resnet,full_dn,44,0.00013234775745645693,0.6271803292902994,0.9961320822290667,0.8364485981308412,0.8347771607320373,0.8933333333333333,0.8938973870647953,1.1,63.49
resnet,full_dn,45,0.0001171572875253811,0.6270299238663726,0.9945562638779457,0.8467957276368492,0.8457108679172538,0.9266666666666666,0.9272553940003885,1.1,63.83
resnet,full_dn,46,0.00010274206980904243,0.621759900484221,0.9961320822290667,0.8554739652870494,0.8543734257035818,0.9133333333333333,0.9111240808690753,1.05,64.11
resnet,full_dn,47,8.914161541721172e-05,0.6198367704703724,0.9969916195114963,0.8541388518024032,0.8526787136740979,0.9266666666666666,0.9261366538952747,1.1,63.72
resnet,full_dn,48,7.639320225002113e-05,0.6185475837688256,0.9963469665496741,0.8538050734312417,0.8526139545854997,0.9266666666666666,0.9272114057305938,1.05,63.85
resnet,full_dn,49,6.453177282183048e-05,0.6189047188883857,0.9967767351908889,0.8538050734312417,0.8517577286277026,0.9266666666666666,0.9258294148380355,1.05,64.08
resnet,full_dn,50,5.358983848622456e-05,0.6190877587454904,0.9967767351908889,0.8364485981308412,0.8334895573452753,0.9133333333333333,0.9124844144183444,1.1,64.48
resnet,full_dn,51,4.3597390324652926e-05,0.6191022139754799,0.9972781319389729,0.849799732977303,0.8480262539677629,0.9266666666666666,0.9260025810303898,1.1,64.56
resnet,full_dn,52,3.458181694295964e-05,0.61469686359229,0.9978511567939259,0.849799732977303,0.8479507391519763,0.9133333333333333,0.9135060832752714,1.1,64.41
resnet,full_dn,53,2.6567829401119323e-05,0.6160285230284391,0.9969916195114963,0.8504672897196262,0.8488506426167941,0.9133333333333333,0.9124891835083716,1.1,64.12
resnet,full_dn,54,1.95773934819386e-05,0.6180054261361483,0.9971348757252346,0.8464619492656876,0.8441284022378233,0.9066666666666666,0.9040672370171651,1.1,64.09
resnet,full_dn,55,1.3629669484372683e-05,0.6179592442942865,0.9969916195114963,0.8467957276368492,0.8448409275933063,0.9133333333333333,0.9128740808690754,1.05,64.33
resnet,full_dn,56,8.74095970647773e-06,0.6179192940046841,0.9965618508702815,0.849799732977303,0.8479384746434674,0.9133333333333333,0.9114502840776314,1.05,64.16
resnet,full_dn,57,4.9246637619449396e-06,0.616593233609676,0.9971348757252346,0.855807743658211,0.8540029018454905,0.92,0.9191424093148232,1.05,63.9
resnet,full_dn,58,2.191241852690641e-06,0.6161793480671867,0.9967767351908889,0.8521361815754339,0.8504325256936637,0.9133333333333333,0.9128647231074764,1.05,63.94
resnet,full_dn,59,5.481860981704671e-07,0.616182899263337,0.9972781319389729,0.8551401869158879,0.8538692313520064,0.92,0.9195618860190606,1.05,63.91
resnet,full_dn,60,0.0,0.6143575282913507,0.9970632476183654,0.852803738317757,0.8514595726314178,0.9333333333333333,0.9327382989646618,1.05,64.19
resnet,no_dn,1,0.0007994518139018296,1.6067757708629626,0.4741064393668075,0.4265687583444593,0.3855169653947665,0.44,0.3947298240611196,1.35,64.17
resnet,no_dn,2,0.0007978087581473094,1.2526290907694835,0.6414296970131079,0.5240320427236315,0.5216007879230231,0.5666666666666667,0.5501164087100847,1.25,64.39
resnet,no_dn,3,0.0007950753362380552,1.0875644848891652,0.7174271184012606,0.6098130841121495,0.5761086712379343,0.6533333333333333,0.611000469146124,1.15,64.28
resnet,no_dn,4,0.0007912590402935224,1.001449094786274,0.7601174700952654,0.5934579439252337,0.570334017880218,0.6066666666666667,0.5659426398627667,1.35,63.99
resnet,no_dn,5,0.0007863703305156274,0.9068069290904754,0.8036673590716997,0.7222963951935915,0.7180484090596888,0.8066666666666666,0.804299432673443,1.15,63.88
resnet,no_dn,6,0.0007804226065180616,0.8535322235423151,0.8252990473461786,0.6515353805073432,0.6392436211208035,0.7066666666666667,0.6954474779029025,1.2000000000000002,64.33
resnet,no_dn,7,0.0007734321705988808,0.7997639087438327,0.8517298187808896,0.7409879839786382,0.7339200851225262,0.8,0.7955268660705257,1.2000000000000002,64.17
resnet,no_dn,8,0.0007654181830570405,0.7632677620149395,0.8670582336508846,0.7079439252336449,0.6923784495196577,0.7666666666666667,0.7519007124984355,1.25,63.98
resnet,no_dn,9,0.0007564026096753473,0.7172271132033702,0.8851801446887759,0.654539385847797,0.6233822371462455,0.7,0.6716422275670295,1.4500000000000002,63.75
resnet,no_dn,10,0.0007464101615137757,0.6735824338515947,0.9081727669937684,0.6538718291054739,0.6495724716874485,0.7133333333333334,0.7054095329957399,1.4,63.63
resnet,no_dn,11,0.0007354682271781698,0.6492663753057447,0.9161234868562423,0.7306408544726302,0.7188808692498435,0.7666666666666667,0.7536762793893523,1.25,63.56
resnet,no_dn,12,0.0007236067977499792,0.6273778111210064,0.924933744001146,0.6104806408544726,0.6187774010413211,0.6666666666666666,0.6725173448736352,1.5,64.24
resnet,no_dn,13,0.0007108583845827886,0.6034080666531192,0.9367523816345534,0.6308411214953271,0.6078109578460176,0.6733333333333333,0.6431319912519043,1.55,64.24
resnet,no_dn,14,0.0006972579301909579,0.5923248304694679,0.9421961177566077,0.7610146862483311,0.7622058903587944,0.82,0.8213764031667257,1.2000000000000002,64.03
resnet,no_dn,15,0.0006828427124746193,0.5805026700909778,0.9436286798939904,0.7373164218958611,0.7192295920466683,0.76,0.7422404008460884,1.35,63.95
resnet,no_dn,16,0.0006676522425435434,0.5613959118917058,0.9521524246114175,0.6789052069425902,0.6633759381786872,0.7133333333333334,0.6864466984108398,1.35,63.78
resnet,no_dn,17,0.0006517281564199351,0.5447379971342932,0.9591719790845928,0.8170894526034713,0.8140923895182537,0.88,0.8789271809947561,1.15,63.67
resnet,no_dn,18,0.0006351141009169894,0.5310812963770638,0.966119905450899,0.7566755674232309,0.7528906097616826,0.8133333333333334,0.8127410367517733,1.25,63.86
resnet,no_dn,19,0.000617855614006011,0.5249808769616807,0.9694864264737483,0.804739652870494,0.8032045070135654,0.8666666666666667,0.8677338083128874,1.2000000000000002,66.16
resnet,no_dn,20,0.0006000000000000002,0.5233297660454801,0.9670510708401977,0.7733644859813084,0.7763474038393028,0.8533333333333334,0.854003740460915,1.2000000000000002,65.69
resnet,no_dn,21,0.0005815961998958188,0.509125554278129,0.9756464436644939,0.7606809078771696,0.7619072563903491,0.8066666666666666,0.8060139596302583,1.25,63.75
resnet,no_dn,22,0.0005626946572303203,0.5047089811186336,0.9761478404125778,0.7610146862483311,0.7595326554648715,0.8066666666666666,0.8035652595414865,1.25,63.58
resnet,no_dn,23,0.0005433471798181204,0.5035603064348582,0.9765776090537928,0.7733644859813084,0.7649261679836044,0.8133333333333334,0.8086714053210216,1.2000000000000002,64.04
resnet,no_dn,24,0.0005236067977499792,0.4956833323881795,0.9798725019697729,0.7817089452603472,0.782927631255504,0.8466666666666667,0.8473080039209071,1.25,64.22
resnet,no_dn,25,0.0005035276180410085,0.49482339586862206,0.9783683117255211,0.7546728971962616,0.7558983850750998,0.8066666666666666,0.8056025818184811,1.3,64.14
resnet,no_dn,26,0.00048316467632710387,0.48402322795788816,0.9843134445956593,0.780373831775701,0.7742631315602836,0.8533333333333334,0.847515873109016,1.25,63.87
resnet,no_dn,27,0.0004625737860160926,0.4876403606396488,0.9816632046415014,0.787716955941255,0.7842246671834857,0.8533333333333334,0.8488948784207405,1.2000000000000002,63.99
resnet,no_dn,28,0.0004418113853070616,0.4827639948381632,0.984170188381921,0.7983978638184246,0.7900035142421405,0.86,0.8518713654412029,1.2000000000000002,63.93
resnet,no_dn,29,0.0004209343824971777,0.4773249035983601,0.9856027505193038,0.7880507343124166,0.7849724159016962,0.8466666666666667,0.8454457333545209,1.2000000000000002,64.15
resnet,no_dn,30,0.0004000000000000003,0.4741315004622541,0.9858892629467804,0.7917222963951935,0.7887709248781585,0.8466666666666667,0.8433108125779721,1.2000000000000002,64.37
resnet,no_dn,31,0.00037906561750282274,0.47011691565184355,0.9881097342597235,0.815086782376502,0.8123624557618834,0.8733333333333333,0.8743011916399013,1.2000000000000002,64.28
resnet,no_dn,32,0.00035818861469293886,0.4695157549048416,0.9875367094047705,0.8147530040053405,0.8161036036987076,0.88,0.8807795147936973,1.2000000000000002,64.03
