embedding,num_samples,dim,classifier_acc_on_selected,silhouette_score,mean_intra_class_distance,mean_inter_class_centroid_distance,inter_over_intra,mse_to_full_clean_z,cosine_to_full_clean_z
full_clean_z,1000,128,0.738,0.2308792918920517,7.375138425827027,11.675001589457194,1.583021350293909,0.0,1.0
full_noisy_z_t,1000,128,0.74,0.10322394967079163,6.593889427185059,6.496688392427233,0.985258922547732,0.4059544801712036,0.774931013584137
full_denoised_z_hat,1000,128,0.747,0.2907879650592804,5.103382658958435,10.666913032531738,2.09016523850257,0.2672107517719269,0.8526532053947449
