embedding,num_samples,dim,classifier_acc_on_selected,silhouette_score,mean_intra_class_distance,mean_inter_class_centroid_distance,inter_over_intra,mse_to_full_clean_z,cosine_to_full_clean_z
full_clean_z,1000,128,0.736,0.21543468534946442,7.31045184135437,11.814316018422444,1.6160856093176406,0.0,1.0
full_noisy_z_t,1000,128,0.735,0.08652642369270325,6.5776183128356935,6.479325151443481,0.9850564206195424,0.4101373851299286,0.7754549980163574
full_denoised_z_hat,1000,128,0.723,0.2728404700756073,5.129333782196045,10.865255112118192,2.118258544575822,0.26538652181625366,0.8606688380241394
